ID,DataRow ID,Labeled Data,Label,Created By,Project Name,Created At,Updated At,Seconds to Label,External ID,Agreement,Benchmark Agreement,Benchmark ID,Benchmark Reference ID,Dataset Name,Reviews,View Label
ck4en2fub9l9f0870u9onshu4,ck4emy6t26zue0enray9pfza2,https://storage.labelbox.com/ck4cx9kawc13u0870wwchh8lo%2Fe53d5678-37b9-36d7-c1d8-7cdbf9fdf367-Patch_20.jpg?Expires=1578173744606&KeyName=labelbox-assets-key-1&Signature=T0bfD6bC0ozxXA3z3DRj2TgmdKE,"{""objects"":[],""classifications"":[{""featureId"":""ck4en2f4305g30xg20d6thvvi"",""schemaId"":""ck4en1r8g9kw508705fseqpcs"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4en2f5a05g40xg2kmlnyzq2"",""schemaId"":""ck4en1r60k0q60777dkmcv5o4"",""title"":""Urban"",""value"":""urban""}}]}",meet41196@gmail.com,Uttarpradesh_Data,1.57688E+12,1.57688E+12,7.888,Patch_20.jpg,,,,,Uttarpradesh_1,[],https://editor.labelbox.com?project=ck4emwyzsk6f90886kt0asm36&label=ck4en2fub9l9f0870u9onshu4
ck4en2hu6t9nq0822jwsugj52,ck4emy6u36zxy0enr4rm67kf2,https://storage.labelbox.com/ck4cx9kawc13u0870wwchh8lo%2Faf0a69be-6221-84b5-ecfe-d4722c0ab4d3-Patch_52.jpg?Expires=1578173744607&KeyName=labelbox-assets-key-1&Signature=8zfNpIuC7Jo58CihLtV0oRFb5eY,"{""objects"":[],""classifications"":[{""featureId"":""ck4en2h5u05g60xg2piuu6559"",""schemaId"":""ck4en1r8g9kw508705fseqpcs"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4en2h8r05g70xg2xq1yio0p"",""schemaId"":""ck4en1r60k0q60777dkmcv5o4"",""title"":""Urban"",""value"":""urban""}}]}",meet41196@gmail.com,Uttarpradesh_Data,1.57688E+12,1.57688E+12,0.613,Patch_52.jpg,,,,,Uttarpradesh_1,[],https://editor.labelbox.com?project=ck4emwyzsk6f90886kt0asm36&label=ck4en2hu6t9nq0822jwsugj52
ck4en2nmz9nk50706wnuujuxv,ck4emy6u5701i0enremtf3uar,https://storage.labelbox.com/ck4cx9kawc13u0870wwchh8lo%2F7c5a3370-6ce3-2538-a4c9-7f8d94d7b7c0-Patch_84.jpg?Expires=1578173744607&KeyName=labelbox-assets-key-1&Signature=Mmck9oahM6WuuvVxmUtKsdEwXNo,"{""objects"":[],""classifications"":[{""featureId"":""ck4en2n0h05gb0xg22mdlb7yl"",""schemaId"":""ck4en1r8g9kw508705fseqpcs"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4en2n1d05gc0xg2d5q6spw3"",""schemaId"":""ck4en1r60k0q60777dkmcv5o4"",""title"":""Urban"",""value"":""urban""}}]}",meet41196@gmail.com,Uttarpradesh_Data,1.57688E+12,1.57688E+12,5.294,Patch_84.jpg,,,,,Uttarpradesh_1,[],https://editor.labelbox.com?project=ck4emwyzsk6f90886kt0asm36&label=ck4en2nmz9nk50706wnuujuxv
ck4en3cykd4eq0714wedeym3r,ck4emy6u770520enr85h53pr5,https://storage.labelbox.com/ck4cx9kawc13u0870wwchh8lo%2Fefcca9bb-e610-aa87-17bd-dd3dccf5c20a-Patch_116.jpg?Expires=1578173744607&KeyName=labelbox-assets-key-1&Signature=0JsK8aKgvx3VDxDjnj1On2d7MHw,"{""objects"":[],""classifications"":[{""featureId"":""ck4en3c2f05gs0xg20x40u8hf"",""schemaId"":""ck4en1r8g9kw508705fseqpcs"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4en3c3n05gt0xg2s3g3vub4"",""schemaId"":""ck4en1r60k0q60777dkmcv5o4"",""title"":""Urban"",""value"":""urban""}}]}",meet41196@gmail.com,Uttarpradesh_Data,1.57688E+12,1.57688E+12,2.528,Patch_116.jpg,,,,,Uttarpradesh_1,[],https://editor.labelbox.com?project=ck4emwyzsk6f90886kt0asm36&label=ck4en3cykd4eq0714wedeym3r
ck4en3ga1k9sd0886x3tghx06,ck4emy6t26zuq0enr8ilb9vm9,https://storage.labelbox.com/ck4cx9kawc13u0870wwchh8lo%2Ff6642215-7120-2d4f-4a12-b1eb87164915-Patch_23.jpg?Expires=1578173744607&KeyName=labelbox-assets-key-1&Signature=FEkoyN80Q8ugZwaTxwqPGSDWS9w,"{""objects"":[],""classifications"":[{""featureId"":""ck4en3fp30r340ycm6o6y8w7k"",""schemaId"":""ck4en1r8g9kw508705fseqpcs"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4en3fpy0r350ycmo6knqb4t"",""schemaId"":""ck4en1r60k0q60777dkmcv5o4"",""title"":""Urban"",""value"":""urban""}}]}",meet41196@gmail.com,Uttarpradesh_Data,1.57688E+12,1.57688E+12,2.165,Patch_23.jpg,,,,,Uttarpradesh_1,[],https://editor.labelbox.com?project=ck4emwyzsk6f90886kt0asm36&label=ck4en3ga1k9sd0886x3tghx06
ck4en3hw5ta370822lh51t7c5,ck4emy6u36zya0enrebu78810,https://storage.labelbox.com/ck4cx9kawc13u0870wwchh8lo%2F68feb484-e562-1bad-acda-61d14ad2a557-Patch_55.jpg?Expires=1578173744607&KeyName=labelbox-assets-key-1&Signature=3FNmIRyL8tIAI5qbw4qyR9L4OHY,"{""objects"":[],""classifications"":[{""featureId"":""ck4en3ha405gw0xg24vqd49co"",""schemaId"":""ck4en1r8g9kw508705fseqpcs"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4en3hax05gx0xg21lsksbms"",""schemaId"":""ck4en1r60k0q60777dkmcv5o4"",""title"":""Urban"",""value"":""urban""}}]}",meet41196@gmail.com,Uttarpradesh_Data,1.57688E+12,1.57688E+12,0.247,Patch_55.jpg,,,,,Uttarpradesh_1,[],https://editor.labelbox.com?project=ck4emwyzsk6f90886kt0asm36&label=ck4en3hw5ta370822lh51t7c5
ck4en3jizta4u08226bq947xt,ck4emy6u5701u0enraus9g33q,https://storage.labelbox.com/ck4cx9kawc13u0870wwchh8lo%2F2a6ec6d5-2012-2365-a827-3b896e8ce6df-Patch_87.jpg?Expires=1578173744607&KeyName=labelbox-assets-key-1&Signature=rWhiEPltJfpRRWIOx7XS9ch0fDc,"{""objects"":[],""classifications"":[{""featureId"":""ck4en3ivm11g40xdpplng24t0"",""schemaId"":""ck4en1r8g9kw508705fseqpcs"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4en3iwi11g50xdp9bgh4tdr"",""schemaId"":""ck4en1r60k0q60777dkmcv5o4"",""title"":""Urban"",""value"":""urban""}}]}",meet41196@gmail.com,Uttarpradesh_Data,1.57688E+12,1.57688E+12,0.183,Patch_87.jpg,,,,,Uttarpradesh_1,[],https://editor.labelbox.com?project=ck4emwyzsk6f90886kt0asm36&label=ck4en3jizta4u08226bq947xt
ck4en3lz5ta6e0822cv7jl9p8,ck4emy6u7705e0enr4bw5becv,https://storage.labelbox.com/ck4cx9kawc13u0870wwchh8lo%2F580dc7d7-fef8-bc7a-2fee-13e01bbe0c4b-Patch_119.jpg?Expires=1578173744607&KeyName=labelbox-assets-key-1&Signature=_w_jczZfTJNh4tfCwUzPZmEYdvs,"{""objects"":[],""classifications"":[{""featureId"":""ck4en3l7s0r3a0ycm4rrsjid0"",""schemaId"":""ck4en1r8g9kw508705fseqpcs"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4en3l8n0r3b0ycmyyibjjz7"",""schemaId"":""ck4en1r60k0q60777dkmcv5o4"",""title"":""Urban"",""value"":""urban""}}]}",meet41196@gmail.com,Uttarpradesh_Data,1.57688E+12,1.57688E+12,0.775,Patch_119.jpg,,,,,Uttarpradesh_1,[],https://editor.labelbox.com?project=ck4emwyzsk6f90886kt0asm36&label=ck4en3lz5ta6e0822cv7jl9p8
ck4en4kzbtasf0822yg8im285,ck4emy6t26zv20enr8lhc5ylf,https://storage.labelbox.com/ck4cx9kawc13u0870wwchh8lo%2Fc2cf0932-e320-9b12-e04e-40c1dd62c578-Patch_26.jpg?Expires=1578173744607&KeyName=labelbox-assets-key-1&Signature=-7vHAiw_zGftg0F164DZJhiw6qs,"{""objects"":[],""classifications"":[{""featureId"":""ck4en4k9m0r3t0ycmstkp4v7i"",""schemaId"":""ck4en1r8g9kw508705fseqpcs"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4en4kaq0r3u0ycmftuyukah"",""schemaId"":""ck4en1r60k0q60777dkmcv5o4"",""title"":""Urban"",""value"":""urban""}}]}",meet41196@gmail.com,Uttarpradesh_Data,1.57688E+12,1.57688E+12,43.088,Patch_26.jpg,,,,,Uttarpradesh_1,[],https://editor.labelbox.com?project=ck4emwyzsk6f90886kt0asm36&label=ck4en4kzbtasf0822yg8im285
ck4en4mktd53o07147spnmgbp,ck4emy6u36zym0enr7sb39f82,https://storage.labelbox.com/ck4cx9kawc13u0870wwchh8lo%2F2c7fa20b-ea94-f020-6359-d178b115e762-Patch_58.jpg?Expires=1578173744607&KeyName=labelbox-assets-key-1&Signature=hjxAQAyYM_bDzs1qQKZRdga44C0,"{""objects"":[],""classifications"":[{""featureId"":""ck4en4lw80r3v0ycmjkdhbmup"",""schemaId"":""ck4en1r8g9kw508705fseqpcs"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4en4lx60r3w0ycmfiocpv4e"",""schemaId"":""ck4en1r60k0q60777dkmcv5o4"",""title"":""Urban"",""value"":""urban""}}]}",meet41196@gmail.com,Uttarpradesh_Data,1.57688E+12,1.57688E+12,0.219,Patch_58.jpg,,,,,Uttarpradesh_1,[],https://editor.labelbox.com?project=ck4emwyzsk6f90886kt0asm36&label=ck4en4mktd53o07147spnmgbp
