ID,DataRow ID,Labeled Data,Label,Created By,Project Name,Created At,Updated At,Seconds to Label,External ID,Agreement,Benchmark Agreement,Benchmark ID,Benchmark Reference ID,Dataset Name,Reviews,View Label
ck3w1tq2v85yg07823lomgsf7,ck3w1pfhp3fjj0enrfnrg5ajz,https://storage.labelbox.com/ck1gt167xzo6b0838plo2fq9v%2F8f9ba895-8004-bd47-fdc9-5a14fe577739-Patch_20.jpg?Expires=1576964332363&KeyName=labelbox-assets-key-1&Signature=U6ShGdrSPke1JoL3qMRBEYK8Dkk,"{""classification_task_between_the_following_target_labels"":""urban""}",shah18046@iiitd.ac.in,Capstone,1575751613000,1575751613000,7.947,Patch_20.jpg,,,,,Ahmedabad_1,[],https://image-segmentation-v4.labelbox.com?project=ck3w1o5qpncm909632um9sjr4&label=ck3w1tq2v85yg07823lomgsf7
ck3w1ts0nsvfz08140x3c49l2,ck3w1pfhr3fn30enrahyf05w5,https://storage.labelbox.com/ck1gt167xzo6b0838plo2fq9v%2Fdf4155ea-ffb5-0ad5-5ec3-7134fa3cc5c5-Patch_52.jpg?Expires=1576964332363&KeyName=labelbox-assets-key-1&Signature=HAd4XngsMt05Gn_2_bc4W4VJ0eg,"{""classification_task_between_the_following_target_labels"":""urban""}",shah18046@iiitd.ac.in,Capstone,1575751616000,1575751616000,1.991,Patch_52.jpg,,,,,Ahmedabad_1,[],https://image-segmentation-v4.labelbox.com?project=ck3w1o5qpncm909632um9sjr4&label=ck3w1ts0nsvfz08140x3c49l2
ck3w1ttsfib6e0804amuzo8ha,ck3w1pfhu3fqn0enrfkjsgbrx,https://storage.labelbox.com/ck1gt167xzo6b0838plo2fq9v%2Ff493193e-4f0f-d2a6-9e0a-9378f90fd788-Patch_84.jpg?Expires=1576964332363&KeyName=labelbox-assets-key-1&Signature=wo2_GKtRTju-cph12zjHoq_bRew,"{""classification_task_between_the_following_target_labels"":""urban""}",shah18046@iiitd.ac.in,Capstone,1575751618000,1575751618000,1.616,Patch_84.jpg,,,,,Ahmedabad_1,[],https://image-segmentation-v4.labelbox.com?project=ck3w1o5qpncm909632um9sjr4&label=ck3w1ttsfib6e0804amuzo8ha
ck3w1tver4xzm0886tq48wwxq,ck3w1pfhw3fu70enr2txjcq1v,https://storage.labelbox.com/ck1gt167xzo6b0838plo2fq9v%2F7a050069-ce0d-5002-0356-3a713cba47cf-Patch_116.jpg?Expires=1576964332363&KeyName=labelbox-assets-key-1&Signature=6bxYsoOzteofKAPwlcGJylh1-hE,"{""classification_task_between_the_following_target_labels"":""urban""}",shah18046@iiitd.ac.in,Capstone,1575751620000,1575751620000,1.655,Patch_116.jpg,,,,,Ahmedabad_1,[],https://image-segmentation-v4.labelbox.com?project=ck3w1o5qpncm909632um9sjr4&label=ck3w1tver4xzm0886tq48wwxq
ck3w1tx26a1700800dhxwgurx,ck3w1pfhp3fjv0enrcja6cnrl,https://storage.labelbox.com/ck1gt167xzo6b0838plo2fq9v%2Fdf2b450f-ae15-c3bd-dd5f-59f8bd1c2988-Patch_23.jpg?Expires=1576964332363&KeyName=labelbox-assets-key-1&Signature=z0RavsCpWTYh4Gl2kdd-bjpaBMI,"{""classification_task_between_the_following_target_labels"":""urban""}",shah18046@iiitd.ac.in,Capstone,1575751622000,1575751622000,1.674,Patch_23.jpg,,,,,Ahmedabad_1,[],https://image-segmentation-v4.labelbox.com?project=ck3w1o5qpncm909632um9sjr4&label=ck3w1tx26a1700800dhxwgurx
ck3w1tz63ib870804ufz6fd2t,ck3w1pfhr3fnf0enrdc4ogkvx,https://storage.labelbox.com/ck1gt167xzo6b0838plo2fq9v%2Fd414977d-9d24-67b6-10de-4874c595242f-Patch_55.jpg?Expires=1576964332363&KeyName=labelbox-assets-key-1&Signature=hPdbQdEeyrIBaLPojKFT28J2Juk,"{""classification_task_between_the_following_target_labels"":""urban""}",shah18046@iiitd.ac.in,Capstone,1575751625000,1575751625000,1.717,Patch_55.jpg,,,,,Ahmedabad_1,[],https://image-segmentation-v4.labelbox.com?project=ck3w1o5qpncm909632um9sjr4&label=ck3w1tz63ib870804ufz6fd2t
ck3w1u2pca18708001ury7adg,ck3w1pfhv3fqz0enr4la8dll5,https://storage.labelbox.com/ck1gt167xzo6b0838plo2fq9v%2Fcaa06cb8-906a-f425-7bc7-84704bb48295-Patch_87.jpg?Expires=1576964332364&KeyName=labelbox-assets-key-1&Signature=IeqXCJsldB5wjixLr_cMTHHG5W8,"{""classification_task_between_the_following_target_labels"":""urban""}",shah18046@iiitd.ac.in,Capstone,1575751629000,1575751629000,3.944,Patch_87.jpg,,,,,Ahmedabad_1,[],https://image-segmentation-v4.labelbox.com?project=ck3w1o5qpncm909632um9sjr4&label=ck3w1u2pca18708001ury7adg
ck3w1u48ic8my0877g2iqzp1v,ck3w1pfhx3fuj0enrfdabcx5v,https://storage.labelbox.com/ck1gt167xzo6b0838plo2fq9v%2F5d9b0de2-a76d-e619-d78e-18228d7340ef-Patch_119.jpg?Expires=1576964332364&KeyName=labelbox-assets-key-1&Signature=QoyhgyJxtg6MKsuEZuW6XYoNKRo,"{""classification_task_between_the_following_target_labels"":""urban""}",shah18046@iiitd.ac.in,Capstone,1575751631000,1575751631000,1.579,Patch_119.jpg,,,,,Ahmedabad_1,[],https://image-segmentation-v4.labelbox.com?project=ck3w1o5qpncm909632um9sjr4&label=ck3w1u48ic8my0877g2iqzp1v
ck3w1u6cnsviz08142jfjtebe,ck3w1pfhp3fk70enr4rb7fak3,https://storage.labelbox.com/ck1gt167xzo6b0838plo2fq9v%2Fc07042a6-582b-6326-6b3e-7521142910a2-Patch_26.jpg?Expires=1576964332364&KeyName=labelbox-assets-key-1&Signature=5Snn8rlGZzti-LepomqgvFrmPJE,"{""classification_task_between_the_following_target_labels"":""urban""}",shah18046@iiitd.ac.in,Capstone,1575751634000,1575751634000,2.336,Patch_26.jpg,,,,,Ahmedabad_1,[],https://image-segmentation-v4.labelbox.com?project=ck3w1o5qpncm909632um9sjr4&label=ck3w1u6cnsviz08142jfjtebe
ck3w1ulgla1ay0800wd7fqbp8,ck3w1pfhr3fnr0enr1z1yb8zl,https://storage.labelbox.com/ck1gt167xzo6b0838plo2fq9v%2F1f5bb5ad-67a7-4063-1a1b-036ddb8c775d-Patch_58.jpg?Expires=1576964332364&KeyName=labelbox-assets-key-1&Signature=Dkr8i2ORmOlRrxnQzW3OxIutsVk,"{""classification_task_between_the_following_target_labels"":""urban""}",shah18046@iiitd.ac.in,Capstone,1575751654000,1575751654000,18.477,Patch_58.jpg,,,,,Ahmedabad_1,[],https://image-segmentation-v4.labelbox.com?project=ck3w1o5qpncm909632um9sjr4&label=ck3w1ulgla1ay0800wd7fqbp8
